doc_id,item,category,amount,price,discount
DOC-20250906-2-1-APE6WT,Кастрюля 3л,Посуда,5,16.0,4.57
DOC-20250906-2-1-APE6WT,Гель для стирки,Бытовая химия,1,9.52,0.0
DOC-20250906-2-1-APE6WT,Полотенце кухонное,Текстиль,1,5.34,0.0
DOC-20250906-2-1-MMU7JA,Скатерть,Текстиль,5,18.14,0.0
DOC-20250906-2-1-UXG2MY,Пакеты для мусора,Хозтовары,1,2.34,0.0
DOC-20250906-2-1-UXG2MY,Полотенце кухонное,Текстиль,2,5.25,1.53
DOC-20250906-2-1-UXG2MY,Скатерть,Текстиль,5,11.91,0.0
DOC-20250906-2-1-UXG2MY,Гель для стирки,Бытовая химия,3,4.63,0.0
DOC-20250906-2-1-LKJXJQ,Пакеты для мусора,Хозтовары,4,2.76,0.0
DOC-20250906-2-1-LKJXJQ,Кондиционер для белья,Бытовая химия,2,7.2,0.0
DOC-20250906-2-1-LKJXJQ,Перчатки резиновые,Хозтовары,1,1.75,0.0
DOC-20250906-2-1-OD7RB1,Гель для стирки,Бытовая химия,5,4.83,0.0
DOC-20250906-2-1-OD7RB1,Перчатки резиновые,Хозтовары,4,3.79,0.0
DOC-20250906-2-1-OD7RB1,Салфетки,Текстиль,4,3.95,0.0
DOC-20250906-2-1-OD7RB1,Кондиционер для белья,Бытовая химия,2,5.4,0.0
DOC-20250906-2-1-OD7RB1,Перчатки резиновые,Хозтовары,3,2.07,0.75
DOC-20250906-2-1-57TE8T,Губки для посуды,Хозтовары,5,1.8,0.0
DOC-20250906-2-1-57TE8T,Перчатки резиновые,Хозтовары,3,2.92,1.07
DOC-20250906-2-1-57TE8T,Салфетки,Текстиль,4,4.22,0.0
DOC-20250906-2-1-57TE8T,Сковорода 24см,Посуда,3,17.98,0.0
DOC-20250906-2-1-57TE8T,Набор ножей,Посуда,2,43.54,0.0
DOC-20250906-2-1-QA78RA,Полотенце кухонное,Текстиль,1,6.18,0.0
DOC-20250906-2-1-QA78RA,Салфетки,Текстиль,5,2.65,0.0
DOC-20250906-2-1-QA78RA,Салфетки,Текстиль,4,1.65,0.55
DOC-20250906-2-1-QA78RA,Гель для стирки,Бытовая химия,2,7.38,0.0
DOC-20250906-2-1-2WYJXT,Сковорода 24см,Посуда,1,16.32,0.0
DOC-20250906-2-1-2WYJXT,Полотенце кухонное,Текстиль,4,2.77,0.0
DOC-20250906-2-1-2WYJXT,Полотенце кухонное,Текстиль,4,6.9,0.0
DOC-20250906-2-1-ABTGDJ,Пакеты для мусора,Хозтовары,1,1.02,0.0
DOC-20250906-2-1-ABTGDJ,Кастрюля 3л,Посуда,4,14.34,0.0
DOC-20250906-2-1-ABTGDJ,Кастрюля 3л,Посуда,4,29.96,0.0
DOC-20250906-2-1-ABTGDJ,Стиральный порошок,Бытовая химия,2,5.31,0.0
DOC-20250906-2-1-1CQG43,Гель для стирки,Бытовая химия,2,11.8,0.0
DOC-20250906-2-1-9I9H0D,Кастрюля 3л,Посуда,3,17.78,3.94
DOC-20250906-2-1-9I9H0D,Пакеты для мусора,Хозтовары,5,1.13,0.0
DOC-20250906-2-1-JWH55H,Салфетки,Текстиль,3,3.53,0.0
DOC-20250906-2-1-2VOI8U,Пакеты для мусора,Хозтовары,3,2.79,0.73
DOC-20250906-2-1-2VOI8U,Кастрюля 3л,Посуда,5,11.83,0.0
DOC-20250906-2-1-2VOI8U,Перчатки резиновые,Хозтовары,3,1.18,0.0
DOC-20250906-2-1-2VOI8U,Пакеты для мусора,Хозтовары,1,2.61,0.0
DOC-20250906-2-1-I9212P,Стиральный порошок,Бытовая химия,3,7.82,0.0
DOC-20250906-2-1-I9212P,Полотенце кухонное,Текстиль,4,8.29,0.0
DOC-20250906-2-1-UTRUTL,Полотенце кухонное,Текстиль,5,8.07,5.37
DOC-20250906-2-1-UTRUTL,Гель для стирки,Бытовая химия,4,8.25,0.0
DOC-20250906-2-1-UTRUTL,Полотенце кухонное,Текстиль,4,5.79,0.0
DOC-20250906-2-1-UTRUTL,Перчатки резиновые,Хозтовары,2,2.52,0.72
DOC-20250906-2-1-NWLC83,Набор ножей,Посуда,5,38.91,0.0
DOC-20250906-2-1-NWLC83,Полотенце кухонное,Текстиль,3,4.26,0.0
DOC-20250906-2-1-SC4E5H,Салфетки,Текстиль,5,1.4,0.0
DOC-20250906-2-1-SC4E5H,Сковорода 24см,Посуда,5,27.13,0.0
DOC-20250906-2-1-SC4E5H,Губки для посуды,Хозтовары,3,1.36,0.0
DOC-20250906-2-1-SC4E5H,Пакеты для мусора,Хозтовары,2,1.21,0.0
DOC-20250906-2-1-73QXM0,Скатерть,Текстиль,1,17.12,1.54
DOC-20250906-2-1-73QXM0,Стиральный порошок,Бытовая химия,3,8.14,0.0
DOC-20250906-2-1-73QXM0,Салфетки,Текстиль,1,4.84,0.0
DOC-20250906-2-1-73QXM0,Салфетки,Текстиль,2,3.13,0.0
DOC-20250906-2-1-XU8UU0,Скатерть,Текстиль,4,15.44,4.63
DOC-20250906-2-1-XU8UU0,Кондиционер для белья,Бытовая химия,5,5.52,0.0
DOC-20250906-2-1-XU8UU0,Кондиционер для белья,Бытовая химия,5,5.44,0.0
DOC-20250906-2-1-XU8UU0,Скатерть,Текстиль,5,18.63,9.19
DOC-20250906-2-1-XU8UU0,Скатерть,Текстиль,4,11.77,4.64
DOC-20250906-2-1-ITNT0M,Кастрюля 3л,Посуда,1,29.2,0.0
DOC-20250906-2-1-ITNT0M,Полотенце кухонное,Текстиль,5,6.17,0.0
DOC-20250906-2-1-ITNT0M,Полотенце кухонное,Текстиль,2,2.05,0.0
DOC-20250906-2-1-ITNT0M,Скатерть,Текстиль,3,6.3,2.39
DOC-20250906-2-1-UUDQFJ,Салфетки,Текстиль,3,1.93,0.0
DOC-20250906-2-1-UUDQFJ,Сковорода 24см,Посуда,2,25.09,0.0
DOC-20250906-2-1-UUDQFJ,Пакеты для мусора,Хозтовары,4,1.97,0.0
DOC-20250906-2-1-UUDQFJ,Пакеты для мусора,Хозтовары,1,3.11,0.0
DOC-20250906-2-1-UUDQFJ,Полотенце кухонное,Текстиль,5,2.26,0.0
DOC-20250906-2-1-27M5P7,Салфетки,Текстиль,5,3.99,2.89
DOC-20250906-2-1-WBSLUL,Кондиционер для белья,Бытовая химия,4,2.78,1.81
DOC-20250906-2-1-WBSLUL,Губки для посуды,Хозтовары,2,1.91,0.0
DOC-20250906-2-1-2FMR0T,Гель для стирки,Бытовая химия,4,7.19,2.0
DOC-20250906-2-1-2FMR0T,Кондиционер для белья,Бытовая химия,2,5.15,0.0
DOC-20250906-2-1-2FMR0T,Перчатки резиновые,Хозтовары,5,2.71,0.0
DOC-20250906-2-1-0IC1L7,Гель для стирки,Бытовая химия,4,9.37,0.0
